user_id,n_relevant,precision@5,recall@5,precision@10,recall@10,precision@20,recall@20
1027,2,0.0,0.0,0.0,0.0,0.0,0.0
2438,3,0.2,0.3333333333333333,0.1,0.3333333333333333,0.1,0.6666666666666666
3262,2,0.0,0.0,0.0,0.0,0.0,0.0
102,4,0.0,0.0,0.1,0.25,0.05,0.25
3584,4,0.0,0.0,0.0,0.0,0.0,0.0
2475,4,0.0,0.0,0.0,0.0,0.0,0.0
1990,1,0.0,0.0,0.0,0.0,0.0,0.0
792,2,0.0,0.0,0.0,0.0,0.0,0.0
2888,0,0.0,0.0,0.0,0.0,0.0,0.0
4017,4,0.0,0.0,0.0,0.0,0.0,0.0
2208,1,0.2,1.0,0.1,1.0,0.05,1.0
908,3,0.0,0.0,0.0,0.0,0.0,0.0
3757,1,0.0,0.0,0.0,0.0,0.0,0.0
2058,1,0.0,0.0,0.0,0.0,0.0,0.0
4490,1,0.0,0.0,0.0,0.0,0.0,0.0
3057,2,0.0,0.0,0.0,0.0,0.0,0.0
4344,0,0.0,0.0,0.0,0.0,0.0,0.0
1639,2,0.0,0.0,0.1,0.5,0.05,0.5
368,1,0.0,0.0,0.0,0.0,0.0,0.0
2236,1,0.0,0.0,0.0,0.0,0.05,1.0
1128,5,0.0,0.0,0.0,0.0,0.0,0.0
4438,5,0.0,0.0,0.1,0.2,0.05,0.2
2578,1,0.0,0.0,0.0,0.0,0.0,0.0
3167,0,0.0,0.0,0.0,0.0,0.0,0.0
3819,1,0.0,0.0,0.0,0.0,0.0,0.0
4992,1,0.0,0.0,0.0,0.0,0.0,0.0
798,2,0.0,0.0,0.0,0.0,0.0,0.0
1797,1,0.0,0.0,0.0,0.0,0.0,0.0
3454,1,0.0,0.0,0.0,0.0,0.0,0.0
2061,1,0.0,0.0,0.0,0.0,0.0,0.0
3657,4,0.0,0.0,0.0,0.0,0.0,0.0
2801,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
2342,2,0.0,0.0,0.0,0.0,0.0,0.0
2184,5,0.0,0.0,0.0,0.0,0.05,0.2
4393,1,0.0,0.0,0.0,0.0,0.05,1.0
4592,3,0.0,0.0,0.0,0.0,0.0,0.0
919,2,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
3388,3,0.0,0.0,0.0,0.0,0.0,0.0
171,3,0.0,0.0,0.0,0.0,0.0,0.0
4952,4,0.0,0.0,0.0,0.0,0.0,0.0
4337,3,0.0,0.0,0.0,0.0,0.0,0.0
2796,1,0.2,1.0,0.1,1.0,0.05,1.0
3104,2,0.0,0.0,0.0,0.0,0.0,0.0
2504,0,0.0,0.0,0.0,0.0,0.0,0.0
1746,0,0.0,0.0,0.0,0.0,0.0,0.0
4547,5,0.0,0.0,0.0,0.0,0.0,0.0
188,1,0.0,0.0,0.0,0.0,0.0,0.0
3339,4,0.0,0.0,0.0,0.0,0.05,0.25
4772,2,0.0,0.0,0.0,0.0,0.0,0.0
3738,1,0.0,0.0,0.0,0.0,0.0,0.0
4792,2,0.0,0.0,0.0,0.0,0.0,0.0
4691,3,0.2,0.3333333333333333,0.1,0.3333333333333333,0.05,0.3333333333333333
543,1,0.0,0.0,0.0,0.0,0.0,0.0
1385,4,0.2,0.25,0.1,0.25,0.1,0.5
875,0,0.0,0.0,0.0,0.0,0.0,0.0
4790,2,0.0,0.0,0.1,0.5,0.05,0.5
4051,2,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,0.0,0.0,0.0,0.0,0.0,0.0
3856,3,0.0,0.0,0.0,0.0,0.0,0.0
3315,3,0.0,0.0,0.0,0.0,0.0,0.0
1491,2,0.0,0.0,0.0,0.0,0.0,0.0
3464,0,0.0,0.0,0.0,0.0,0.0,0.0
1906,0,0.0,0.0,0.0,0.0,0.0,0.0
3479,0,0.0,0.0,0.0,0.0,0.0,0.0
4164,1,0.0,0.0,0.0,0.0,0.0,0.0
4046,1,0.0,0.0,0.0,0.0,0.0,0.0
4935,3,0.2,0.3333333333333333,0.2,0.6666666666666666,0.1,0.6666666666666666
2514,2,0.0,0.0,0.1,0.5,0.05,0.5
2532,1,0.0,0.0,0.0,0.0,0.0,0.0
3557,0,0.0,0.0,0.0,0.0,0.0,0.0
2742,3,0.0,0.0,0.0,0.0,0.0,0.0
1200,2,0.0,0.0,0.0,0.0,0.0,0.0
4738,3,0.0,0.0,0.0,0.0,0.0,0.0
1364,2,0.2,0.5,0.1,0.5,0.05,0.5
2978,2,0.0,0.0,0.0,0.0,0.0,0.0
627,2,0.0,0.0,0.0,0.0,0.0,0.0
2352,0,0.0,0.0,0.0,0.0,0.0,0.0
3183,1,0.0,0.0,0.0,0.0,0.05,1.0
3045,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
3905,4,0.2,0.25,0.1,0.25,0.05,0.25
142,1,0.0,0.0,0.0,0.0,0.0,0.0
2661,4,0.0,0.0,0.0,0.0,0.05,0.25
392,4,0.0,0.0,0.1,0.25,0.1,0.5
4101,3,0.0,0.0,0.0,0.0,0.0,0.0
2728,4,0.0,0.0,0.0,0.0,0.05,0.25
1205,3,0.0,0.0,0.0,0.0,0.0,0.0
667,0,0.0,0.0,0.0,0.0,0.0,0.0
2929,1,0.0,0.0,0.0,0.0,0.0,0.0
1996,4,0.0,0.0,0.0,0.0,0.05,0.25
1211,2,0.0,0.0,0.0,0.0,0.0,0.0
16,2,0.0,0.0,0.1,0.5,0.05,0.5
1380,2,0.0,0.0,0.0,0.0,0.0,0.0
479,2,0.0,0.0,0.0,0.0,0.05,0.5
1878,0,0.0,0.0,0.0,0.0,0.0,0.0
3816,3,0.0,0.0,0.0,0.0,0.0,0.0
4610,1,0.0,0.0,0.0,0.0,0.05,1.0
3039,1,0.0,0.0,0.1,1.0,0.05,1.0
1037,3,0.0,0.0,0.0,0.0,0.0,0.0
3833,5,0.0,0.0,0.0,0.0,0.1,0.4
3170,6,0.0,0.0,0.0,0.0,0.0,0.0
3880,2,0.0,0.0,0.0,0.0,0.0,0.0
4959,3,0.0,0.0,0.0,0.0,0.0,0.0
4947,1,0.0,0.0,0.0,0.0,0.0,0.0
2095,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
4974,0,0.0,0.0,0.0,0.0,0.0,0.0
3048,1,0.0,0.0,0.0,0.0,0.0,0.0
1703,1,0.0,0.0,0.0,0.0,0.0,0.0
2476,5,0.0,0.0,0.0,0.0,0.0,0.0
1523,5,0.0,0.0,0.0,0.0,0.05,0.2
3076,1,0.0,0.0,0.0,0.0,0.05,1.0
935,1,0.0,0.0,0.0,0.0,0.0,0.0
460,3,0.0,0.0,0.0,0.0,0.0,0.0
55,2,0.0,0.0,0.0,0.0,0.0,0.0
3888,4,0.0,0.0,0.0,0.0,0.05,0.25
4773,1,0.0,0.0,0.0,0.0,0.0,0.0
1151,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
4259,2,0.0,0.0,0.0,0.0,0.0,0.0
2660,1,0.0,0.0,0.0,0.0,0.05,1.0
3590,2,0.0,0.0,0.0,0.0,0.0,0.0
3541,1,0.0,0.0,0.0,0.0,0.0,0.0
3515,1,0.0,0.0,0.0,0.0,0.0,0.0
693,1,0.0,0.0,0.0,0.0,0.0,0.0
1815,2,0.0,0.0,0.0,0.0,0.0,0.0
4318,4,0.0,0.0,0.0,0.0,0.0,0.0
2459,4,0.0,0.0,0.0,0.0,0.0,0.0
2896,1,0.0,0.0,0.0,0.0,0.05,1.0
3348,3,0.0,0.0,0.0,0.0,0.0,0.0
92,3,0.0,0.0,0.0,0.0,0.0,0.0
1925,2,0.0,0.0,0.0,0.0,0.05,0.5
2354,2,0.0,0.0,0.0,0.0,0.0,0.0
4821,0,0.0,0.0,0.0,0.0,0.0,0.0
1196,4,0.0,0.0,0.0,0.0,0.0,0.0
4980,1,0.0,0.0,0.0,0.0,0.0,0.0
2963,2,0.0,0.0,0.0,0.0,0.0,0.0
1632,2,0.0,0.0,0.0,0.0,0.0,0.0
3698,4,0.0,0.0,0.0,0.0,0.0,0.0
2652,2,0.0,0.0,0.1,0.5,0.05,0.5
817,4,0.0,0.0,0.2,0.5,0.15,0.75
1084,1,0.0,0.0,0.0,0.0,0.0,0.0
1570,3,0.0,0.0,0.0,0.0,0.0,0.0
3178,2,0.0,0.0,0.0,0.0,0.0,0.0
1717,0,0.0,0.0,0.0,0.0,0.0,0.0
3713,0,0.0,0.0,0.0,0.0,0.0,0.0
4659,1,0.0,0.0,0.1,1.0,0.05,1.0
1233,3,0.2,0.3333333333333333,0.1,0.3333333333333333,0.1,0.6666666666666666
2739,2,0.0,0.0,0.0,0.0,0.0,0.0
4747,2,0.0,0.0,0.0,0.0,0.0,0.0
1706,0,0.0,0.0,0.0,0.0,0.0,0.0
4957,1,0.0,0.0,0.0,0.0,0.0,0.0
4540,1,0.0,0.0,0.0,0.0,0.05,1.0
1857,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
4918,3,0.0,0.0,0.1,0.3333333333333333,0.1,0.6666666666666666
17,1,0.0,0.0,0.0,0.0,0.05,1.0
1053,2,0.0,0.0,0.0,0.0,0.0,0.0
1770,5,0.0,0.0,0.0,0.0,0.05,0.2
4230,1,0.0,0.0,0.0,0.0,0.0,0.0
1773,0,0.0,0.0,0.0,0.0,0.0,0.0
3030,2,0.0,0.0,0.0,0.0,0.0,0.0
1515,2,0.0,0.0,0.0,0.0,0.05,0.5
4876,4,0.2,0.25,0.1,0.25,0.05,0.25
3349,1,0.0,0.0,0.0,0.0,0.0,0.0
1543,2,0.0,0.0,0.0,0.0,0.0,0.0
689,2,0.2,0.5,0.1,0.5,0.05,0.5
3892,5,0.0,0.0,0.0,0.0,0.0,0.0
3160,1,0.0,0.0,0.0,0.0,0.0,0.0
1506,3,0.0,0.0,0.0,0.0,0.0,0.0
1483,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
714,1,0.0,0.0,0.0,0.0,0.0,0.0
2709,0,0.0,0.0,0.0,0.0,0.0,0.0
2521,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
3678,4,0.0,0.0,0.0,0.0,0.0,0.0
2620,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
3971,3,0.0,0.0,0.0,0.0,0.0,0.0
1635,2,0.0,0.0,0.0,0.0,0.0,0.0
3918,2,0.0,0.0,0.0,0.0,0.0,0.0
1366,2,0.0,0.0,0.0,0.0,0.0,0.0
2732,0,0.0,0.0,0.0,0.0,0.0,0.0
283,2,0.0,0.0,0.0,0.0,0.0,0.0
1895,0,0.0,0.0,0.0,0.0,0.0,0.0
1433,4,0.0,0.0,0.0,0.0,0.05,0.25
2807,1,0.0,0.0,0.0,0.0,0.0,0.0
1224,5,0.2,0.2,0.2,0.4,0.1,0.4
42,2,0.2,0.5,0.1,0.5,0.05,0.5
2126,3,0.0,0.0,0.0,0.0,0.0,0.0
4486,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
1220,0,0.0,0.0,0.0,0.0,0.0,0.0
2048,2,0.0,0.0,0.0,0.0,0.05,0.5
704,0,0.0,0.0,0.0,0.0,0.0,0.0
3640,2,0.0,0.0,0.0,0.0,0.0,0.0
4685,4,0.0,0.0,0.1,0.25,0.05,0.25
4900,5,0.0,0.0,0.0,0.0,0.0,0.0
1219,4,0.0,0.0,0.0,0.0,0.0,0.0
1998,1,0.0,0.0,0.0,0.0,0.0,0.0
2833,2,0.0,0.0,0.0,0.0,0.0,0.0
1715,2,0.0,0.0,0.0,0.0,0.0,0.0
1709,2,0.0,0.0,0.0,0.0,0.0,0.0
691,1,0.0,0.0,0.0,0.0,0.0,0.0
3014,2,0.0,0.0,0.0,0.0,0.0,0.0
1886,0,0.0,0.0,0.0,0.0,0.0,0.0
954,4,0.0,0.0,0.0,0.0,0.0,0.0
4013,1,0.0,0.0,0.0,0.0,0.0,0.0
34,2,0.0,0.0,0.0,0.0,0.0,0.0
1921,0,0.0,0.0,0.0,0.0,0.0,0.0
756,1,0.0,0.0,0.0,0.0,0.0,0.0
3288,2,0.0,0.0,0.1,0.5,0.05,0.5
642,3,0.2,0.3333333333333333,0.2,0.6666666666666666,0.1,0.6666666666666666
557,3,0.0,0.0,0.0,0.0,0.0,0.0
4815,1,0.0,0.0,0.0,0.0,0.0,0.0
1749,1,0.0,0.0,0.0,0.0,0.05,1.0
1977,1,0.0,0.0,0.0,0.0,0.0,0.0
4174,3,0.0,0.0,0.0,0.0,0.0,0.0
2502,3,0.2,0.3333333333333333,0.1,0.3333333333333333,0.05,0.3333333333333333
3924,1,0.0,0.0,0.0,0.0,0.0,0.0
4777,1,0.0,0.0,0.0,0.0,0.0,0.0
54,2,0.0,0.0,0.0,0.0,0.0,0.0
351,0,0.0,0.0,0.0,0.0,0.0,0.0
634,2,0.0,0.0,0.0,0.0,0.0,0.0
119,4,0.0,0.0,0.0,0.0,0.0,0.0
2087,2,0.2,0.5,0.1,0.5,0.05,0.5
3681,4,0.0,0.0,0.0,0.0,0.0,0.0
4155,4,0.2,0.25,0.1,0.25,0.05,0.25
3188,1,0.0,0.0,0.0,0.0,0.0,0.0
1343,1,0.0,0.0,0.0,0.0,0.0,0.0
3701,1,0.0,0.0,0.0,0.0,0.0,0.0
4838,2,0.0,0.0,0.0,0.0,0.05,0.5
3245,1,0.2,1.0,0.1,1.0,0.05,1.0
2906,2,0.0,0.0,0.0,0.0,0.0,0.0
2714,1,0.0,0.0,0.0,0.0,0.0,0.0
3247,3,0.0,0.0,0.0,0.0,0.0,0.0
2632,0,0.0,0.0,0.0,0.0,0.0,0.0
1689,1,0.0,0.0,0.0,0.0,0.0,0.0
1534,2,0.0,0.0,0.0,0.0,0.05,0.5
4004,0,0.0,0.0,0.0,0.0,0.0,0.0
1188,3,0.0,0.0,0.0,0.0,0.0,0.0
18,1,0.0,0.0,0.0,0.0,0.0,0.0
1299,1,0.0,0.0,0.0,0.0,0.0,0.0
4698,2,0.0,0.0,0.0,0.0,0.05,0.5
1041,3,0.0,0.0,0.0,0.0,0.0,0.0
253,1,0.2,1.0,0.1,1.0,0.05,1.0
3471,2,0.0,0.0,0.0,0.0,0.0,0.0
2074,3,0.0,0.0,0.0,0.0,0.0,0.0
3227,1,0.0,0.0,0.0,0.0,0.0,0.0
4873,2,0.2,0.5,0.1,0.5,0.05,0.5
1721,2,0.0,0.0,0.0,0.0,0.0,0.0
1147,1,0.0,0.0,0.0,0.0,0.0,0.0
2378,2,0.0,0.0,0.0,0.0,0.0,0.0
157,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
4812,2,0.0,0.0,0.1,0.5,0.05,0.5
3303,5,0.2,0.2,0.1,0.2,0.1,0.4
4761,0,0.0,0.0,0.0,0.0,0.0,0.0
4429,2,0.0,0.0,0.0,0.0,0.0,0.0
4842,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
4640,6,0.2,0.16666666666666666,0.1,0.16666666666666666,0.1,0.3333333333333333
65,1,0.2,1.0,0.1,1.0,0.05,1.0
207,3,0.0,0.0,0.0,0.0,0.0,0.0
2103,1,0.2,1.0,0.1,1.0,0.05,1.0
1682,4,0.0,0.0,0.0,0.0,0.0,0.0
2442,2,0.0,0.0,0.0,0.0,0.0,0.0
264,3,0.0,0.0,0.0,0.0,0.0,0.0
515,3,0.0,0.0,0.0,0.0,0.0,0.0
1010,0,0.0,0.0,0.0,0.0,0.0,0.0
4749,2,0.0,0.0,0.0,0.0,0.0,0.0
2307,0,0.0,0.0,0.0,0.0,0.0,0.0
774,2,0.0,0.0,0.0,0.0,0.0,0.0
3179,3,0.0,0.0,0.0,0.0,0.0,0.0
2688,3,0.0,0.0,0.0,0.0,0.0,0.0
1625,5,0.0,0.0,0.0,0.0,0.0,0.0
4931,2,0.0,0.0,0.0,0.0,0.0,0.0
3783,5,0.2,0.2,0.1,0.2,0.1,0.4
4795,0,0.0,0.0,0.0,0.0,0.0,0.0
3725,1,0.2,1.0,0.1,1.0,0.05,1.0
2051,5,0.0,0.0,0.0,0.0,0.0,0.0
3120,1,0.0,0.0,0.0,0.0,0.0,0.0
1350,2,0.0,0.0,0.0,0.0,0.0,0.0
1067,4,0.0,0.0,0.0,0.0,0.0,0.0
1420,3,0.0,0.0,0.0,0.0,0.0,0.0
2512,4,0.0,0.0,0.0,0.0,0.0,0.0
1086,2,0.0,0.0,0.1,0.5,0.05,0.5
4933,3,0.0,0.0,0.0,0.0,0.0,0.0
211,1,0.0,0.0,0.0,0.0,0.0,0.0
2399,5,0.0,0.0,0.0,0.0,0.0,0.0
1152,0,0.0,0.0,0.0,0.0,0.0,0.0
1969,4,0.0,0.0,0.1,0.25,0.05,0.25
2322,2,0.0,0.0,0.0,0.0,0.0,0.0
3085,1,0.0,0.0,0.0,0.0,0.0,0.0
708,4,0.0,0.0,0.0,0.0,0.05,0.25
1162,1,0.2,1.0,0.1,1.0,0.05,1.0
800,1,0.0,0.0,0.0,0.0,0.0,0.0
936,2,0.0,0.0,0.0,0.0,0.0,0.0
4785,4,0.0,0.0,0.0,0.0,0.0,0.0
2309,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
2797,1,0.0,0.0,0.0,0.0,0.0,0.0
53,2,0.0,0.0,0.0,0.0,0.05,0.5
3824,1,0.0,0.0,0.0,0.0,0.0,0.0
3837,0,0.0,0.0,0.0,0.0,0.0,0.0
3301,0,0.0,0.0,0.0,0.0,0.0,0.0
661,1,0.0,0.0,0.0,0.0,0.0,0.0
2206,1,0.0,0.0,0.0,0.0,0.0,0.0
781,2,0.0,0.0,0.0,0.0,0.0,0.0
3664,1,0.0,0.0,0.0,0.0,0.0,0.0
3294,2,0.0,0.0,0.0,0.0,0.0,0.0
4434,0,0.0,0.0,0.0,0.0,0.0,0.0
4192,6,0.4,0.3333333333333333,0.2,0.3333333333333333,0.1,0.3333333333333333
3564,3,0.0,0.0,0.0,0.0,0.0,0.0
3897,2,0.0,0.0,0.1,0.5,0.05,0.5
2389,1,0.0,0.0,0.0,0.0,0.0,0.0
4153,1,0.0,0.0,0.0,0.0,0.0,0.0
48,1,0.0,0.0,0.0,0.0,0.0,0.0
1871,2,0.0,0.0,0.0,0.0,0.05,0.5
4677,6,0.2,0.16666666666666666,0.2,0.3333333333333333,0.1,0.3333333333333333
3501,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
2484,1,0.0,0.0,0.0,0.0,0.0,0.0
3937,5,0.0,0.0,0.0,0.0,0.05,0.2
1622,1,0.0,0.0,0.0,0.0,0.0,0.0
250,4,0.2,0.25,0.1,0.25,0.05,0.25
4302,2,0.0,0.0,0.0,0.0,0.0,0.0
3249,3,0.0,0.0,0.0,0.0,0.0,0.0
1189,1,0.0,0.0,0.0,0.0,0.0,0.0
4505,3,0.0,0.0,0.0,0.0,0.0,0.0
2328,2,0.2,0.5,0.1,0.5,0.1,1.0
2175,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
946,2,0.0,0.0,0.0,0.0,0.0,0.0
783,1,0.0,0.0,0.0,0.0,0.0,0.0
934,0,0.0,0.0,0.0,0.0,0.0,0.0
3672,0,0.0,0.0,0.0,0.0,0.0,0.0
731,5,0.4,0.4,0.3,0.6,0.15,0.6
2900,1,0.0,0.0,0.0,0.0,0.05,1.0
4162,2,0.0,0.0,0.0,0.0,0.05,0.5
4015,0,0.0,0.0,0.0,0.0,0.0,0.0
4443,1,0.0,0.0,0.0,0.0,0.0,0.0
2506,1,0.0,0.0,0.0,0.0,0.0,0.0
1951,2,0.0,0.0,0.0,0.0,0.0,0.0
3001,1,0.0,0.0,0.0,0.0,0.0,0.0
2678,2,0.0,0.0,0.0,0.0,0.0,0.0
3049,5,0.0,0.0,0.0,0.0,0.1,0.4
3331,2,0.0,0.0,0.0,0.0,0.0,0.0
4361,2,0.0,0.0,0.0,0.0,0.0,0.0
2493,0,0.0,0.0,0.0,0.0,0.0,0.0
4923,2,0.0,0.0,0.0,0.0,0.0,0.0
3607,2,0.0,0.0,0.0,0.0,0.0,0.0
2216,0,0.0,0.0,0.0,0.0,0.0,0.0
4627,4,0.0,0.0,0.0,0.0,0.05,0.25
2964,6,0.0,0.0,0.0,0.0,0.0,0.0
3316,2,0.0,0.0,0.1,0.5,0.05,0.5
2735,4,0.0,0.0,0.0,0.0,0.0,0.0
2202,1,0.0,0.0,0.0,0.0,0.0,0.0
4010,2,0.0,0.0,0.0,0.0,0.05,0.5
2032,1,0.0,0.0,0.0,0.0,0.0,0.0
2773,4,0.0,0.0,0.1,0.25,0.05,0.25
1032,3,0.0,0.0,0.0,0.0,0.0,0.0
3437,0,0.0,0.0,0.0,0.0,0.0,0.0
4256,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
1698,1,0.0,0.0,0.0,0.0,0.0,0.0
2693,1,0.0,0.0,0.0,0.0,0.0,0.0
2192,1,0.0,0.0,0.0,0.0,0.0,0.0
618,1,0.0,0.0,0.0,0.0,0.0,0.0
4775,4,0.0,0.0,0.0,0.0,0.0,0.0
4412,2,0.0,0.0,0.0,0.0,0.0,0.0
1496,0,0.0,0.0,0.0,0.0,0.0,0.0
987,1,0.0,0.0,0.0,0.0,0.0,0.0
2985,0,0.0,0.0,0.0,0.0,0.0,0.0
1734,3,0.0,0.0,0.0,0.0,0.0,0.0
1286,2,0.0,0.0,0.0,0.0,0.0,0.0
3568,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
335,1,0.0,0.0,0.1,1.0,0.05,1.0
1471,2,0.0,0.0,0.0,0.0,0.0,0.0
1616,1,0.0,0.0,0.0,0.0,0.0,0.0
2870,3,0.0,0.0,0.0,0.0,0.0,0.0
3151,2,0.0,0.0,0.0,0.0,0.0,0.0
3934,4,0.0,0.0,0.0,0.0,0.0,0.0
4718,0,0.0,0.0,0.0,0.0,0.0,0.0
2803,1,0.0,0.0,0.0,0.0,0.0,0.0
758,2,0.0,0.0,0.0,0.0,0.0,0.0
1228,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
4408,1,0.0,0.0,0.0,0.0,0.0,0.0
2366,3,0.0,0.0,0.0,0.0,0.0,0.0
4586,1,0.0,0.0,0.0,0.0,0.0,0.0
1045,1,0.2,1.0,0.1,1.0,0.05,1.0
1430,2,0.0,0.0,0.0,0.0,0.0,0.0
4190,2,0.0,0.0,0.0,0.0,0.0,0.0
1755,5,0.0,0.0,0.0,0.0,0.0,0.0
3149,1,0.0,0.0,0.0,0.0,0.0,0.0
3171,1,0.0,0.0,0.0,0.0,0.0,0.0
192,1,0.0,0.0,0.0,0.0,0.0,0.0
4426,1,0.0,0.0,0.0,0.0,0.0,0.0
4852,2,0.0,0.0,0.0,0.0,0.0,0.0
877,3,0.0,0.0,0.0,0.0,0.0,0.0
1082,2,0.0,0.0,0.0,0.0,0.0,0.0
3043,0,0.0,0.0,0.0,0.0,0.0,0.0
4242,3,0.0,0.0,0.0,0.0,0.0,0.0
2676,1,0.0,0.0,0.0,0.0,0.0,0.0
1185,3,0.0,0.0,0.0,0.0,0.0,0.0
3586,3,0.0,0.0,0.0,0.0,0.05,0.3333333333333333
596,0,0.0,0.0,0.0,0.0,0.0,0.0
239,2,0.0,0.0,0.0,0.0,0.0,0.0
4802,1,0.0,0.0,0.0,0.0,0.0,0.0
2857,1,0.0,0.0,0.0,0.0,0.0,0.0
2821,1,0.0,0.0,0.0,0.0,0.0,0.0
1145,2,0.0,0.0,0.0,0.0,0.0,0.0
3580,2,0.0,0.0,0.0,0.0,0.0,0.0
3674,3,0.0,0.0,0.1,0.3333333333333333,0.05,0.3333333333333333
1613,3,0.0,0.0,0.0,0.0,0.0,0.0
1414,2,0.0,0.0,0.0,0.0,0.0,0.0
4312,2,0.2,0.5,0.1,0.5,0.05,0.5
481,1,0.0,0.0,0.0,0.0,0.0,0.0
3871,0,0.0,0.0,0.0,0.0,0.0,0.0
1771,1,0.0,0.0,0.0,0.0,0.0,0.0
2186,1,0.0,0.0,0.0,0.0,0.0,0.0
972,2,0.0,0.0,0.0,0.0,0.0,0.0
4484,3,0.0,0.0,0.0,0.0,0.0,0.0
1714,3,0.0,0.0,0.0,0.0,0.0,0.0
3125,2,0.0,0.0,0.1,0.5,0.05,0.5
4332,1,0.0,0.0,0.0,0.0,0.0,0.0
1989,3,0.0,0.0,0.0,0.0,0.0,0.0
201,4,0.0,0.0,0.0,0.0,0.0,0.0
3209,1,0.0,0.0,0.0,0.0,0.0,0.0
2699,2,0.0,0.0,0.0,0.0,0.0,0.0
4198,1,0.0,0.0,0.0,0.0,0.0,0.0
4349,2,0.0,0.0,0.0,0.0,0.0,0.0
705,2,0.0,0.0,0.1,0.5,0.05,0.5
